vertical,city,businessName,phone,address,rating,reviewCount,website,place_id,source,company_number,company_status,incorporation_date,sic_codes,registered_address,director_name,director_role,email,instagram,facebook,description,services
cleaners,Manchester,House Cleaners Service - Wecasa Domestic Cleaning,07361 593614,"Southcross Rd, Manchester, M18 7NW",4.9,124,http://www.wecasa.co.uk/domestic-cleaning/places/manchester?utm_campaign=cleaning&utm_medium=mybusiness&utm_source=google,ChIJf2WGcKgxPqURgh-_n7c9EnE,serpapi,,,,,,,,cleaning-mobile@2x-24b99cf79f78911ddfde.jpg,,,,"manicure, pedicure, gel, facial, waxing, haircut, colour, balayage"
cleaners,Manchester,The Professional Cleaning Co,0161 307 3373,"Colony, 76 King St, Manchester, M2 4NH",4.8,66,https://www.theprofessionalcleaningcompany.co.uk/,ChIJj4pyuE-xe0gRSox3dX1xs3w,serpapi,,,,,,,,ben@theprofessionalcleaningcompany.co.uk,theprofessionalcleaningcompany,theprofessionalcleaningco,The Professional Cleaning Company provides reliable commercial cleaning services across Manchester and Greater Manchester. ,"gel, wash, style, cleaning, deep clean, window cleaning"
cleaners,Manchester,MSG Cleaners Manchester,0333 054 0291,"2 Ashfield Rd, Cheadle, SK8 1BB",5,20,http://www.msgcleaners.co.uk/,ChIJwSFCIE-ze0gR-LxCoixA2Kw,serpapi,,,,,,,,info@msgcleaners.co.uk,msg_cleaners,people,"Professional cleaning services in Manchester — domestic, commercial, deep cleaning and end of tenancy cleans. Fully insured, free no obligation quotes in 60 seconds. Call 03330540291.","wash, style, cleaning, deep clean, window cleaning"
cleaners,Manchester,Isla Rose cleaning services LTD,07880 877259,"Grosvenor St, Manchester, M1 7EW",4.6,40,http://rafikicleaningservices.co.uk/,ChIJ3UfCx_6xe0gRdWX1ajoHwUI,serpapi,,,,,,,,,,,,
hair,Manchester,Melissa Timperley Hair Salon,0161 834 5945,"City Centre, 67 Tib St, Manchester, M4 1LS",4.9,668,http://www.melissa-salons.com/?utm_source=gmb&utm_medium=Organic&utm_campaign=gmb%20traffic,ChIJKYDpLrmxe0gRdfdUbb4XPQs,serpapi,,,,,,,,appointments@melissa-salons.com,melissatimperleysalons,MelissaTimperleySalons,,"gel, haircut, colour, balayage, grooming, cut, style"
hair,Manchester,Rush Hair Manchester,0161 241 7618,"69 Deansgate, Manchester, M3 2BW",4.3,604,https://www.rush.co.uk/salons/manchester,ChIJzydzjcOxe0gRdCDY4lDGJms,serpapi,,,,,,,,,accounts,RUSHHairAndBeauty,"Visit our Rush hairdressers in Manchester at 69 Deansgate and find your new look, thanks to our talented team of stylists.","gel, extensions, haircut, colour, balayage, wash, cut, style"
hair,Manchester,LoA Tokyo Manchester,07778 432650,"38 Spear St, Manchester, M1 1AS",4.9,165,,ChIJe8lnPaSxe0gRcnxwXyT4xno,serpapi,,,,,,,,,,,,
hair,Manchester,The Studio,0161 236 4182,"10 Stevenson Square, Manchester, M1 1FB",5,211,http://www.thestudiomanchester.co.uk/,ChIJy53t6Z2xe0gROnuj8eeaOWQ,serpapi,,,,,,,,,,,,style
hair,Manchester,RCNQ,0161 222 0200,"16 Whittle St, Manchester, M4 1LT",4.8,761,http://www.rcnq.co.uk/,ChIJ_1et076xe0gRBpxO9rkJRcQ,serpapi,,,,,,,,info@rcnq.co.uk,rcnq,2008,"RCNQ is a queer and disabled-owned alternative hair salon in Manchester’s Northern Quarter, specialising in razor cuts, creative colour, curls and texture. ","extensions, haircut, colour, cut, style"
hair,Manchester,Trevor Sorbie Manchester,0161 839 2255,"19 Spring Gardens, Manchester, M2 1FB",4.9,445,https://trevorsorbie.com/salon/manchester-hairdresser/,ChIJZbLf5cCxe0gRL_2yPkvVNpA,serpapi,,,,,,,,manchesterbookings@trevorsorbie.com,trevorsorbie,TrevorSorbie,Award winning hair salon in Manchester with expert hairdressers offers personalised services &amp; hair treatments. From haircuts to color &amp; blow-dry. Book online for the best experience in Manche,"gel, extensions, haircut, colour, balayage, wash, cut, style"
hair,Manchester,Vox Hairdressing,0161 637 4077,"City Centre, 50 Port St, Manchester, M1 2EQ",4.9,707,http://www.voxhairdressing.com/,ChIJ1yI8ILyxe0gRBzw1ke3pKr4,serpapi,,,,,,,,,voxhairdressing,2008,Boutique hair salon based in Manchester's Northern Quarter - Some of the best hairdressers in the city centre provide our customers with the highest quality service in all aspects of men &amp; women's,"gel, colour, balayage, cut, style"
hair,Manchester,Reuben Wood Hair Salon,0161 832 6363,"110 High St, Manchester, M4 1HQ",4.9,432,http://www.reubenwood.co.uk/,ChIJs8iY47ixe0gRZt-SZlDjHhs,serpapi,,,,,,,,,reubenwoodhair,reubenwoodhair,,"gel, extensions, haircut, colour, balayage, cut, style, photography"
hair,Manchester,Dalton Salon,0161 834 5802,"39 John Dalton St, Manchester, M2 6DN",4.8,392,http://daltonstreetsalon.com/,ChIJ3ZgYyY-xe0gRg4dzEkMuZqI,serpapi,,,,,,,,hello@daltonstreetsalon.com,daltonsalon,thedaltonsalon,,"gel, haircut, colour, grooming, wash, cut, style"
hair,Manchester,Nicky Oliver Hairdressing,0161 241 0380,"32 Oldham St, Manchester, M1 1JN",4.6,916,https://nickyoliver.com/,ChIJ47Lm176xe0gRwFBRsP3BDlE,serpapi,,,,,,,,info@nickyoliver.com,nickyoliverhairdressing,nickyoliverhair,Multi award-winning hairdressers Northern Quarter Manchester trading for over 33 years. Book your appointment now at Nicky Oliver Salon.,"extensions, colour, balayage, cut, style"
hair,Manchester,Mai Salon,0161 236 5348,"32 Booth St, Manchester, M2 4AB",4.6,187,https://www.maisalon.co.uk/,ChIJb79ZsMGxe0gRPtf-RAHwhBo,serpapi,,,,,,,,,maisalonuk,2008,,"gel, colour, cut, style"
hair,Manchester,Riot Hearts Collective,,"14 Tib Ln, Manchester, M2 4JB",4.9,92,http://www.riothearts.co.uk/,ChIJM6XnOIixe0gREdiCWZTHutk,serpapi,,,,,,,,,riotheartsltd,2008,,style
hair,Manchester,TONI&GUY Manchester,0161 839 2955,"88 Deansgate, Manchester, M3 2ER",4.6,393,https://toniandguy.com/salon/manchester-deansgate,ChIJw23ejsOxe0gRubmZJLCzI7Y,serpapi,,,,,,,,,,,,
hair,Manchester,M3 Hair & Beauty Ltd,0161 832 2980,"89 Bridge St, Manchester, M3 2RE",4.7,325,http://www.m3hairandbeautymanchester.co.uk/,ChIJ-0BgD8Oxe0gR7hK_99dTCjo,serpapi,,,,,,,,,m3hair_beauty,M3HairandBeauty,"M3 Hair &amp; Beauty, off Deansgate at the heart of Manchester | Est over 42 yrs | Unrivalled Reputation | Highly Qualified Team of Stylists &amp; Beauty Therapists","gel, acrylic, facial, waxing, haircut, colour, grooming, cut"
hair,Manchester,Cut & Glow hair and beauty,07348 131852,"Market, Manchester Arndale, 49 Market street,Indide, Manchester M4 3AH",5,96,,ChIJKUbwIJyxe0gRUv-fbYyxNBY,serpapi,,,,,,,,,,,,
hair,Manchester,Sassoon Hair Salon,0161 524 1500,"1 Marsden St, Manchester, M2 1HW",4.8,348,,ChIJyckZFsGxe0gRFXC1lTsjoWM,serpapi,,,,,,,,,,,,
hair,Manchester,Shade Hair Mcr,07417 547070,"86 Princess St, Manchester, M1 6NG",4.9,135,http://www.shademcr.com/,ChIJq6oWILyxe0gRzRb89WpUxi4,serpapi,,,,,,,,,shade_mcr,2008,,"haircut, colour, balayage, cut, style"
hair,Manchester,David Rozman Hair Salon,0161 832 0179,"Base Kamp - Hair Salon I Cafe & Wine Bar, 61 Chorlton St., Manchester, M1 3FY",4.7,161,https://www.davidrozman.co.uk/,ChIJIbO7PsKxe0gRcgpTwA0cy2g,serpapi,,,,,,,,,,davidrozmansalon,David Rozman,"haircut, colour, balayage, wash, cut, style"
hair,Manchester,McCrory Hair,0161 273 3330,"340 Oxford Rd, Manchester, M13 9NG",4.9,756,https://mccroryhair.co.uk/,ChIJ4XNqTImxe0gR10_NAl-c4Ks,serpapi,,,,,,,,hair@mccroryhair.co.uk,mccroryhair,mccroryhair,"McCrory Hair in Manchester, colour experts and curly specialists on Oxford Road. Balayage, highlights and curl focused cuts with great grow out, call to book.","facial, haircut, colour, balayage, wash, cut, style"
hair,Manchester,ChriSalon,0161 237 3788,"83 Princess St, Manchester, M1 4HH",4.7,622,http://www.facebook.com/chrisalonhairdesign,ChIJaybPLcCxe0gRU_JAfAEdeRI,serpapi,,,,,,,,,,,,
