vertical,city,businessName,phone,address,rating,reviewCount,website,place_id,source,company_number,company_status,incorporation_date,sic_codes,registered_address,director_name,director_role
electrician,Birmingham,Westinghouse Electrical and Solar Ltd,0121 798 2595,"9 Tetley Rd, Birmingham, B11 3BU",5,118,https://westinghouseelectricaltesting.co.uk/,ChIJVVWpJsO7cEgRyLbCk47rHSM,serpapi,,,,,,,
electrician,Birmingham,R S S Electrical Services Ltd,0121 427 1911,"185-187 High St, Harborne, Birmingham, B17 9QG",4.8,32,http://www.rsselectrical.co.uk/,ChIJ8Wbd7Za9cEgRM4QEFXB_Otk,serpapi,,,,,,,
electrician,Birmingham,Mainline Electrical Ltd,0121 320 2824,"25 Hilderstone Rd, Birmingham, B25 8LA",5,25,http://mainline-electrical.co.uk/,ChIJxTuLS5y7cEgR4JsJ-N_uaZA,serpapi,,,,,,,
electrician,Birmingham,Birmingham Electrical Services,0121 403 0000,,4.9,21,https://www.birmingham-electricalservices.co.uk/,ChIJxczwYnCOOYURzyjk9pPA44s,serpapi,,,,,,,
electrician,Birmingham,S.H. Electrics Ltd,07368 457527,,4.9,33,https://sh-electrics-ltd1.odoo.com/,ChIJ2y77NIy7cEgRA9hSMuWI-Fo,serpapi,,,,,,,
dog_groomers,Birmingham,Cuddle Paws,07535 522289,"45 Pitsford St, Birmingham, B18 6LJ",4.9,31,https://www.cuddle-paws.co.uk/,ChIJB1aOnNK9cEgRwzIWEpYUBAw,serpapi,,,,,,,
dog_groomers,Birmingham,Paws to Relax Dog Grooming by Natalie,07348 205074,"Willetts Rd, Birmingham, B31 4BD",5,28,,ChIJkdrMg7W_cEgREDf9PvtJrI4,serpapi,,,,,,,
dog_groomers,Birmingham,Vanity Furr,07515 703290,"2246 Coventry Rd, Sheldon, Birmingham, B26 3JJ",4.9,446,http://www.vanityfurrr.co.uk/,ChIJ4d2WaCS7cEgRrdNGJAMwhOc,serpapi,,,,,,,
dog_groomers,Birmingham,Dandydoggies,0121 605 7866,"53 Milcote Rd, Birmingham, B29 5NJ",4.8,34,,ChIJ3YiuGfy9cEgRagT69vhhR4g,serpapi,,,,,,,
dog_groomers,Birmingham,The Pet Palace,0121 574 5390,"219 Heath Way, Shard End, Birmingham, B34 6QU",4.9,92,https://www.thepetpalaceat219.co.uk/,ChIJ8QnhNB67cEgRLc4LVp2zMz0,serpapi,,,,,,,
dog_groomers,Birmingham,Snazzy Pawz By Yazzy,07871 610291,"9 Rover Dr, Birmingham, B27 6TA",5,42,http://www.snazzypawz.co.uk/,ChIJweMrd6S_cEgRVTKwnj55g28,serpapi,,,,,,,
dog_groomers,Birmingham,Pet House Groomer,0121 610 1398,"123-125 Witton Lodge Rd, Birmingham, B23 5JD",4.5,11,https://pethousevets.co.uk/groomer,ChIJIcbU0gGlcEgRozJKhVQ6XQU,serpapi,,,,,,,
dog_groomers,Birmingham,Barks and Bubbles dog grooming,07798 904084,"32 Arton Croft, Erdington, Birmingham, B24 8RA",4.9,31,,ChIJdT9T5q-7cEgRZXTDHB7pIqE,serpapi,,,,,,,
dog_groomers,Birmingham,Pet Needs,0121 778 3218,"155 York Rd, Hall Green, Birmingham, B28 8LF",4.7,70,,ChIJHQfHxtC7cEgRjLdZuFpJauM,serpapi,,,,,,,
dog_groomers,Birmingham,Dog Grooming By Julia,0121 680 6805,"6 Maple Rd, Rubery, Birmingham, B45 9EA",4.7,105,http://www.doggroomingbyjulia.co.uk/,ChIJJTu_yauVcEgRXzaQi4rjYwc,serpapi,,,,,,,
dog_groomers,Birmingham,Pawfection by kate,07968 410023,"36 Osprey Rd, Acocks Green, Birmingham, B27 7BA",5,14,,ChIJvdjpF5q7cEgR_R-0pWupPPs,serpapi,,,,,,,
dog_groomers,Birmingham,Rovers Dog Grooming Parlour,07584 495642,"9 Rover Dr, Birmingham, B27 6TA",4.8,42,,ChIJF0ZniTi6cEgRPIWICJ8VZFc,serpapi,,,,,,,
dog_groomers,Birmingham,Pawtraits Dog Salon,07708 168103,"Rear Office of, 20 The Green, King's Norton, Birmingham B38 8SD",5,119,http://www.pawtraitsalon.com/,ChIJvYuLKAe9cEgRyAZUt7SOBEI,serpapi,,,,,,,
dog_groomers,Birmingham,Cat Studio,07878 641831,"35 Cossington Rd, Birmingham, B23 5EL",4.9,169,http://www.catstudio.co.uk/,ChIJUU9MmcGkcEgRR8DyJNg_SLI,serpapi,,,,,,,
dog_groomers,Birmingham,Paw L'amour,0121 601 1515,"480 Bearwood Rd, Bearwood, Smethwick, B66 4HA",4.9,87,https://www.pawlamour.co.uk/,ChIJgbIfecW9cEgRiqrpfqQ-fm8,serpapi,,,,,,,
dog_groomers,Birmingham,K9DoGrooming Studio,07546 866554,"10 Oxted Croft, Erdington, Birmingham, B23 6BS",5,8,,ChIJ8UuXYI-lcEgRk6igKqR1RS8,serpapi,,,,,,,
dog_groomers,Birmingham,Groomie Brummie,07440 334719,"9 Wigorn Rd, Smethwick, B67 5HN",5,44,,ChIJ634BOK29cEgRQHHoq1jNmHM,serpapi,,,,,,,
dog_groomers,Birmingham,MK Dog Grooming,0121 443 5910,"277 Alcester Rd S, Birmingham, B14 6EB",4.4,103,,ChIJGf7eL6W-cEgREoNFHBIfOD4,serpapi,,,,,,,
dog_groomers,Birmingham,Honeys Groom Room,07539 051230,"38 Middle Ln, Birmingham, B38 0DY",4.9,33,https://honeysgroomroom.uk/,ChIJN0B3XGy_cEgRvvE-WXVEPDE,serpapi,,,,,,,
dog_groomers,Birmingham,Collar And Tie Dog Groomers,07443 052875,"296 Baldwins Ln, Hall Green, Birmingham, B28 0XB",4.8,44,http://www.collarandtiedoggroomers.com/,ChIJXaPCDGm5cEgR5FTW_O1brQ4,serpapi,,,,,,,
cleaners,Birmingham,Cleaning Birmingham,07790 781505,,4.6,104,http://www.cleaning-services-birmingham.com/,ChIJj1VYN2m6cEgRBMJ0cW0nKgY,serpapi,,,,,,,
cleaners,Birmingham,Onyx Residential Cleaning Services Birmingham,07949 139576,"11 Dartmouth Middleway, Birmingham, B7 4AT",5,39,https://onyxresidentialcleaningservicesbirmingham.com/,ChIJR67IhEC9cEgRUepisc_uREQ,serpapi,,,,,,,
cleaners,Birmingham,Midland Cleaners,0121 630 3395,"Kings Court, 17 School Rd, Hall Green, Birmingham B28 8JG",4.8,45,https://midlandcleaning.co.uk/,ChIJCfQCJ9m7cEgRCIIXbs2cvFw,serpapi,,,,,,,
cleaners,Birmingham,Bella Cleaning Services Birmingham LTD,07752 193030,"147 Nuthurst Rd, Longbridge, Birmingham, B31 4TG",4.9,82,http://www.bellacleaningservices.co.uk/,ChIJ9-SfhXS_cEgRFjGOlPHTNHs,serpapi,,,,,,,
cleaners,Birmingham,Nita’s Cleaning Services – End of Tenancy Specialist,07821 026130,"6 Salstar Cl, Birmingham, B6 4PP",4.8,25,http://www.nitascleaningservices.co.uk/,ChIJL8cXGDy9cEgRgiE_dip31RY,serpapi,,,,,,,
cleaners,Birmingham,McShine Cleaning Services UK,0121 769 2599,"Flat 79, Kendal Tower, Harborne, Birmingham B17 0JZ",4.3,51,http://www.mcshinecleaning.co.uk/,ChIJS2CmpuC9cEgR6Sn20JB3HaA,serpapi,,,,,,,
cleaners,Birmingham,The Pristine Team Ltd,0333 090 7357,,4.9,72,https://www.thepristineteam.net/,ChIJE48WYGcCoioRgGAzA0pXJ_8,serpapi,,,,,,,
cleaners,Birmingham,Midlands Mighty Cleaning,07763 144026,"39 Anita Croft, Erdington, Birmingham, B23 7NU",4.9,66,https://midlandsmightycleaning.co.uk/,ChIJKZmrLGu7cEgR805wOXx4IV0,serpapi,,,,,,,
cleaners,Birmingham,Flash Home Clean (Birmingham),07486 555179,"55 Sandford Rd, Moseley, Birmingham, B13 9DX",4.9,73,https://flashhomeclean.co.uk/,ChIJWUoxDQq8cEgRpde5j6hFNHY,serpapi,,,,,,,
cleaners,Birmingham,Hale Sure Cleaning,07449 272672,"Grosvenor House, 11 St Paul's Square, Birmingham, B3 1RB",4.7,30,,ChIJLcy603aXcEgRipUgS-wAB2s,serpapi,,,,,,,
cleaners,Birmingham,Aqua Blue Clean,0121 798 1463,"46 The Priory Queensway, Birmingham, B4 7LR",5,23,https://www.aquablueclean.co.uk/,ChIJs_iYCWXKeYcReTizOB2n4mc,serpapi,,,,,,,
cleaners,Birmingham,Al Grey’s cleaning services,07931 175070,"145 Barford St, Birmingham, B5 6AH",5,42,https://algreyscleaningservices.co.uk/,ChIJS2mdXvC7cEgRWKoglV5mu6U,serpapi,,,,,,,
cleaners,Birmingham,Day To Day Cleaners Birmingham,0121 724 0155,,4.3,80,https://www.daytodaycleaners.co.uk/Birmingham-cleaning-company/,ChIJveq0AdQn10YRztzHoSNbj3k,serpapi,,,,,,,
cleaners,Birmingham,24hr Cleaning Birmingham,07432 511999,"High St, Harborne, Birmingham, B17 9PW",5,10,http://www.24hrcleaningbirmingham.co.uk/,ChIJJQ6Whsa9cEgRBHRkHesgVD0,serpapi,,,,,,,
cleaners,Birmingham,Cleaning Whizz,0121 724 0990,,4.8,580,https://www.cleaningwhizz.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp,ChIJ6z2DvQKdhyUR3l5nxhw8Npk,serpapi,,,,,,,
cleaners,Birmingham,Selly Park Cleaning Services,07826 597318,,4.9,49,http://www.sellyparkcleaningservices.com/,ChIJK7FD35W9cEgRE99bWdxL0O8,serpapi,,,,,,,
cleaners,Birmingham,Bright & Beautiful Birmingham,0121 647 6117,"Hylton Court, Unit 5, 27 Hylton St, Birmingham B18 6HJ",4.6,24,https://www.brightandbeautifulhome.com/locations/birmingham/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,ChIJfzSReIy8cEgRrUGqMRIi7oA,serpapi,,,,,,,
cleaners,Birmingham,Hoo's Cleaning,07593 236418,,4.9,73,https://hooscleaning.biz/,ChIJhaOZpc-jcEgR8AF8eJUFipU,serpapi,,,,,,,
cleaners,Birmingham,MrMistBirmingham,0121 630 3554,"3, Colmore Gate, Birmingham, B3 2QD",4.8,23,,ChIJ6dokgzS9cEgRLVdKbhBsjPo,serpapi,,,,,,,
cleaners,Birmingham,Complete Clean Management,0800 433 2208,"Grosvenor House, 11 St Paul's Square, Birmingham, B3 1RB",4.9,29,http://www.completecleanmanagement.co.uk/,ChIJb-jxPkiWcEgRTvJ1bBjkGYs,serpapi,,,,,,,
hair,Birmingham,Urban Roots,0121 643 4747,"6 Lower Temple St, Birmingham, B2 4JD",4.9,1370,http://www.urbanrootshair.com/,ChIJh83oVom8cEgR3rUkwwlyGX0,serpapi,,,,,,,
hair,Birmingham,Cora Hair,0121 233 9993,"16-18 Temple Row, Birmingham, B2 5HG",4.5,461,http://www.corahair.co.uk/,ChIJqU6g_I68cEgRYmWIw1rUV7A,serpapi,,,,,,,
hair,Birmingham,Hazel & Haydn Hairdressing,0121 604 8886,"27 Caroline St, Birmingham, B3 1UE",4.9,481,https://hazelandhaydn.co.uk/,ChIJgxJmF-28cEgR7RdUB2iy2_Y,serpapi,,,,,,,
hair,Birmingham,Melissa May Hair,07534 098495,"Ste 211, Phenix Salon Suites, 2 Snow Hill Queensway, Birmingham B4 6GA",4.9,44,https://melissa-may-hair.square.site/,ChIJjyxYUhW9cEgR0UOYUk3AIec,serpapi,,,,,,,
hair,Birmingham,TONI&GUY Birmingham,0121 631 3333,"Unit 12 & 13 Caxtongate, 5 Cannon St, Birmingham, B2 5EP",4.5,530,https://toniandguy.com/salon/birmingham,ChIJmw_MtI68cEgRyP_M-xiTFjM,serpapi,,,,,,,
hair,Birmingham,Hush Hair & Beauty,0121 634 3232,"ICC, Brewmasters House, Birmingham, B1 2EA",4.6,966,http://hushhair.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,ChIJb8UbXYm8cEgReeDSgz8eN_s,serpapi,,,,,,,
hair,Birmingham,Charlie's Hair Studio,0121 622 4818,"first floor, Arcadian Centre, B 207, 70 Cathay St, Hurst St, Birmingham B5 4TD",4.8,504,https://www.charliehair.co.uk/,ChIJO6GGNIi8cEgRXzL-bNnYZas,serpapi,,,,,,,
hair,Birmingham,James Bushell Hair Birmingham,0121 711 1100,"7 Calthorpe Rd, Birmingham, B15 1QJ",4.6,489,https://www.jamesbushell.co.uk/our-salons/birmingham-hair-salon/,ChIJy9sPjle8cEgRqAeL3Wz-s1U,serpapi,,,,,,,
hair,Birmingham,MEDIVINE SALON,0121 633 3179,"Burlington Arcade, 18-19, 126 New St, Birmingham B2 4JQ",4.9,1079,https://medivine.co.uk/,ChIJhTh07yK9cEgR_44Z72cR_l8,serpapi,,,,,,,
hair,Birmingham,just a hairdresser,07921 384533,"22 Regent Pl, Birmingham, B1 3NJ",5,155,https://linktr.ee/justa.hairdresser?utm_source=linktree_profile_share&ltsid=68df2425-bb0d-4049-86c5-0ec58d4e3649,ChIJ9QZrnQe9cEgRLKB20ItCIe4,serpapi,,,,,,,
hair,Birmingham,Nicky Clarke Salon,0121 633 4009,"103B Wharfside St, Birmingham, B1 1RD",4.9,522,http://www.nickyclarke.com/birmingham,ChIJewPvLPW8cEgRlkLP5m0EVuc,serpapi,,,,,,,
hair,Birmingham,Pickles & co,0121 389 8498,"Ansty Court, Unit 11, 44 Kenyon St, Birmingham B18 6AR",4.4,201,http://www.picklesandco.com/,ChIJlXog2-y8cEgRGUahU6uwSrU,serpapi,,,,,,,
hair,Birmingham,Harris Gibbs Hair Shop,0121 236 0750,"82 Caroline St, Birmingham, B3 1UP",4.9,115,http://www.harrisgibbs.com/,ChIJAdPqP-28cEgRrcMJmAx_TI4,serpapi,,,,,,,
hair,Birmingham,Hair City One,07799 770233,"SUITE 8, Albert Wing, Legge Ln, Birmingham B1 3LD",4.9,95,http://haircityone.co.uk/,ChIJ0UOf4vG8cEgRgk7doua2iPs,serpapi,,,,,,,
hair,Birmingham,Benjamin Ryan Hair,0121 236 6600,"Maddox House, 117 Edmund St, Birmingham, B3 2HJ",4.9,448,https://benjaminryanhair.co.uk/,ChIJfc4--I68cEgRgMg9K4ymI8I,serpapi,,,,,,,
hair,Birmingham,Strand & Lock,07538 796039,"Unit 12 & 13 Gibb St, Deritend, Birmingham, B9 4DJ",4.9,774,https://linktr.ee/strandandlock,ChIJPd64Ts29cEgRWWeic93tGL8,serpapi,,,,,,,
hair,Birmingham,Harvey | Martin Hair Room,07522 250555,"Suite 109, Phenix Salon Suites, two snow hill, Snow Hill Queensway, Birmingham B4 6GA",5,67,https://www.harveymartinhair.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11197598533240860392,ChIJt5mIhoi9cEgR4pW987ky8m4,serpapi,,,,,,,
hair,Birmingham,James Bushell Hair at Harvey Nichols,0121 711 1100,"65 Wharfside St, Birmingham, B1 1RE",4.8,349,https://www.jamesbushell.co.uk/our-salons/harvey-nichols-hair-salon/,ChIJR5X90oq8cEgR8srAxnxVsu8,serpapi,,,,,,,
hair,Birmingham,BLACC + BLOND,0121 439 6430,"17 Lionel St, Birmingham, B3 1AQ",4.8,175,http://www.blaccandblond.com/,ChIJ8XH1cDy9cEgRC0pfYq4VZSA,serpapi,,,,,,,
hair,Birmingham,Jessica & Joseph Hair Atelier,07521 591242,"Unit 4, Phenix Salon Suites, Suite 104, 2 Snow Hill Queensway, Birmingham B4 6WR",5,64,https://www.jessicajosephhair.com/,ChIJNxfqLBW9cEgR42QlkskcFrc,serpapi,,,,,,,
beauty,Birmingham,J Beauty by Nilima,07301 279040,"10 The Minories, Birmingham, B4 6AG",4.9,863,https://www.fresha.com/a/j-beauty-by-nilima-birmingham-10-the-minories-df8d3591/all-offer?menu=true&pId=34082&fbclid=PAQ0xDSwL97RNleHRuA2FlbQIxMQABpy708biqsB6YdGA06c9hDhmnJrusa6Cm4oWz3F_2mTGV3OJVKJz2cLmzdo_O_aem_kCjMzPJEOQa-5DLHCEHcnw,ChIJL8U_-468cEgR0nCfI68BjWs,serpapi,,,,,,,
beauty,Birmingham,RAWR Beauty located within Primark - Birmingham,0121 448 9750,"38 High St, Birmingham, B4 7SL",4.6,965,https://rawrbeauty.co.uk/salon/birmingham-beauty-salon-worlds-biggest-primark/,ChIJu5Kg8za9cEgRBIPM_GJGczg,serpapi,,,,,,,
beauty,Birmingham,Serenity The Beauty Clinic,0121 683 0043,"8 Bennetts Hill, Birmingham, B2 5RS",4.8,173,http://www.beautyinbirmingham.co.uk/,ChIJlS0l7ou8cEgR9Y0CDL7MXcs,serpapi,,,,,,,
beauty,Birmingham,Tandis,0121 634 3434,"2 Smallbrook Queensway, Birmingham, B5 4EN",4.4,510,,ChIJv7JeIoq8cEgRzmeIn8llJRw,serpapi,,,,,,,
beauty,Birmingham,Indigo Hair & Beauty,07383 978270,"41 Vittoria St, Birmingham, B1 3ND",4.9,107,https://widget.treatwell.co.uk/place/indigo-hair-beauty-2/,ChIJNTEk5uC9cEgRLBjZIBLlVJI,serpapi,,,,,,,
beauty,Birmingham,Hair & Skin clinic,0121 643 1964,"17 Cannon St, Birmingham, B2 5EN",4.5,373,http://www.hairandskinclinic.co.uk/,ChIJ6Z5LIKa9cEgRaQEN9ioVSBg,serpapi,,,,,,,
beauty,Birmingham,Beauty by Sam,07961 234334,"Located with The Glam Angel, 26 Caroline St, Birmingham, B3 1UE",4.8,66,https://www.theglamangel.co.uk/beauty,ChIJ-23S_xClcEgR8y5grwtWmdU,serpapi,,,,,,,
beauty,Birmingham,Christodoulous Hair and Beauty,0121 236 5845,"6 N Western arcade, Birmingham, B2 5LH",4.7,220,http://www.hairbeauty.me/,ChIJ10zTAo-8cEgRbmidapETrVU,serpapi,,,,,,,
beauty,Birmingham,Allova Beauty Hair and Skin Salon Birmingham,07534 304427,"9-11 Barnabas Rd, Birmingham, B23 6SH",4.8,156,http://www.allovabeauty.co.uk/,ChIJH9DPgxSlcEgRwVO5jStITi4,serpapi,,,,,,,
beauty,Birmingham,GLAMOROUS BEAUTY SALON BIRMINGHAM,07835 163508,"15 Caroline St, Birmingham, B3 1TR",4.7,46,http://glamorousbeautysalon.co.uk/,ChIJo6a6Pe28cEgRl7TvSi-rIsY,serpapi,,,,,,,
beauty,Birmingham,Inspiration Hair Nails And Beauty,0121 440 6828,"1 Hollies Croft, Pershore Rd, Birmingham, B5 7QN",4.7,547,http://inspiration.salon/?utm_source=gmb&utm_medium=referral,ChIJN_rej0G8cEgRz6uwQB22pjo,serpapi,,,,,,,
beauty,Birmingham,"Queen Land Clinic (Hair, Beauty, Skin care & Aesthetic)",07377 770078,"182 Tennant St, Birmingham, B15 1EN",4.8,223,https://queenland.clinic/,ChIJcXFeAwC9cEgRCyu25EJiajE,serpapi,,,,,,,
beauty,Birmingham,Neelam Beauty Lounge,07810 820403,"Five Ways, 7 Calthorpe Road Cropthorne Court, Birmingham, B15 1QJ",4.9,65,https://www.jamesbushell.co.uk/bespoke-services/neelam-beauty-lounge/,ChIJsaAmcK-9cEgRRvPENdqpPoQ,serpapi,,,,,,,
beauty,Birmingham,Misbah’s Beauty Salon,07377 250029,"2 Belchers Ln, Birmingham, B8 3EU",5,30,,ChIJcXeOnGC7cEgRRe1w6BJGhGo,serpapi,,,,,,,
beauty,Birmingham,Black Swan Beauty Studio,07405 474789,"4 Greenfield Cres, Edgbaston, Birmingham, B15 3BE",5,139,https://blackswanbeautystudio.book.app/,ChIJAwZO3pa9cEgR8DyYImom-lc,serpapi,,,,,,,
beauty,Birmingham,LUMI Salon,07922 805563,"25 Mary St, Birmingham, B3 1UD",4.9,38,http://lumisalonbirmingham.com/,ChIJ-VbypN29cEgRHnfLAZ45m9c,serpapi,,,,,,,
lashes,Birmingham,The Lash Girl Studio,,"29 Caroline St, Birmingham, B3 1UQ",4.7,58,https://that-time.co.uk/the-lash-girl-studio,ChIJ7365qXO9cEgRQ07-SaAWdBA,serpapi,,,,,,,
lashes,Birmingham,Mila Rose Birmingham - Birmingham Lashes,,"98 Spencer St, Birmingham, B18 6DE",4.9,31,https://milarosebham.book.app/,ChIJ4TmvEaS9cEgR3cWyiFeiAVY,serpapi,,,,,,,
lashes,Birmingham,SugarLashSuite BIRMINGHAM LASH EXTENSIONS,07367 215530,"12 Hall Rd, Birmingham, Smethwick, B67 6SG",4.4,45,https://www.fresha.com/providers/theilashplug-tkl32wh7?pId=417896,ChIJ77SGKEy9cEgRzhrHD68UYU0,serpapi,,,,,,,
lashes,Birmingham,Nat Eyelashes,07510 186491,"36 Hurlingham Rd, Birmingham, B44 0LT",5,38,https://www.facebook.com/share/1dqN3V73aA/,ChIJw4k4yt2lcEgRBKCNXSJtkXw,serpapi,,,,,,,
lashes,Birmingham,Shavata Brow & Lashes Studio Birmingham,0121 616 6021,"65 Wharfside St, Birmingham, B1 1RE",4.8,123,http://www.shavata.co.uk/,ChIJ2yEh04q8cEgR8JMMkVSk1Ro,serpapi,,,,,,,
lashes,Birmingham,JK Salon Eyelash Extensions,07783 355451,"53 Vyse St, Birmingham, B18 6HR",4.4,118,https://ottolashuk.as.me/,ChIJ0004Qae9cEgRL1pP6ax-y6c,serpapi,,,,,,,
lashes,Birmingham,Maxka Eyelash Extensions,,"Blucher St, Birmingham, B1 1QU",5,12,https://www.instagram.com/maxka_eye?igsh=MTNvZjV1Z3FuaWp5OQ%3D%3D&utm_source=qr,ChIJO49hpT69cEgRP1IT1F3qRVw,serpapi,,,,,,,
lashes,Birmingham,Halo Lash & Brow Studio,07394 978426,"122 York Rd, Birmingham, B28 8LH",4.9,74,http://www.halolashandbrowstudio.co.uk/,ChIJ8yHHruu7cEgRFxhEB6JJyF4,serpapi,,,,,,,
lashes,Birmingham,Miss Beautique,07572 554609,"11a/b Pitsford St, Birmingham, B18 6LJ",4.7,120,http://www.missbeautique.co.uk/,ChIJq1qfX-m8cEgR02OmjNmsU08,serpapi,,,,,,,
lashes,Birmingham,Dlashed,07791 179070,"Unit 4b2, 4b Maypole Ln, Birmingham, B14 5JG",4.8,35,,ChIJ-4Y9PWK_cEgRXvvz1VPnIXU,serpapi,,,,,,,
lashes,Birmingham,Pretty & Prestige Lashes,,"429 Birmingham Rd, Wylde Green, Birmingham, Sutton Coldfield, B72 1AX",4.9,48,http://www.prettyandprestigelashes.com/,ChIJe4CSLG6lcEgRhbl6iVeT09Q,serpapi,,,,,,,
lashes,Birmingham,VALENZEE Lash studio,07904 661605,"Unit 3, 14 Hylton St, Birmingham, B18 6HN",5,17,http://valenzeebirmingham.booksy.com/,ChIJ_VOt36e9cEgR1yqtRxxEZQQ,serpapi,,,,,,,
lashes,Birmingham,LT Beauty,0121 824 1966,"1088 Stratford Rd, Hall Green, Birmingham, B28 8AD",4.8,341,https://www.ltbeautyhallgreen.co.uk/,ChIJnYSppBS7cEgRkR95vLwAsAM,serpapi,,,,,,,
lashes,Birmingham,Individual eyelash extensions,07985 782710,"Tavistock Rd, Acocks Green, Birmingham, B27 7JU",4.8,28,,ChIJEQ2iuNe7cEgRehjNQDiITVc,serpapi,,,,,,,
lashes,Birmingham,Fabulash Lash Boudoir,07496 290881,"46 High St, King's Heath, Birmingham, B14 7JZ",4.8,32,https://fabulashlashboudoir.as.me/,ChIJLZXHmYO9cEgREAhPI9QHCqU,serpapi,,,,,,,
lashes,Birmingham,Nadra Beauty & Aesthetics,07445 361521,"9 Coton Ln, Erdington, Birmingham, B23 6TP",4.9,190,https://nadrabeauty.co.uk/,ChIJD9MvESy7cEgRzawRYV-c6pc,serpapi,,,,,,,
lashes,Birmingham,LashedByAsUK,07901 545913,"Bradford Court Business Centre, 123-131 Bradford St, Birmingham, B12 0NS",4.3,28,https://lashedbyasuk.as.me/,ChIJA2nTF2K9cEgRWCc7tQEj2jE,serpapi,,,,,,,
car_detailers,Birmingham,AD auto car detailing Edgbaston,0121 790 0261,"23 Duchess Rd, Birmingham, B16 8JD",5,40,http://adcardetailing.site/,ChIJhzoM4hG9cEgRVZQoWi6am70,serpapi,,,,,,,
car_detailers,Birmingham,AD Auto Car Detailing Erdington,0121 790 0641,"149 Hawkesyard Rd, Birmingham, B24 8LJ",5,43,http://adcardetailing.site/,ChIJqXoco127cEgRuErpi0OXMUs,serpapi,,,,,,,
car_detailers,Birmingham,AD Auto car detailing Bordesly Green,0121 790 0334,"25 Imperial Rd, Birmingham, B9 5HB",4.9,29,http://adcardetailing.site/,ChIJvcUkyNS7cEgRtrWpz3ibXWM,serpapi,,,,,,,
car_detailers,Birmingham,Car Drip Detailing,07513 086936,"5 Runcorn Rd, Balsall Heath, Birmingham, B12 8RQ",4.9,40,https://linktr.ee/CarDripDetailing,ChIJc_t5l95o04QRWxNvyQGX9C8,serpapi,,,,,,,
car_detailers,Birmingham,1 Stop Detailing,07785 688882,"1-2 Anderton Rd, Sparkbrook, Birmingham, B11 1TG",5,24,https://linktr.ee/1stopdetailing,ChIJ_7DmzC27cEgREN4mdnrB5WU,serpapi,,,,,,,
car_detailers,Birmingham,The Detail Factory,07752 610592,"Unit 2 Lime Grove, Balsall Heath, Birmingham, B12 8SY",5,21,,ChIJ12R7eri9cEgR6YWpbE0oxMA,serpapi,,,,,,,
car_detailers,Birmingham,GLOSSTECH - Mobile Detailing and Valeting - Birmingham,07729 842942,"50 Longley Cres, Birmingham, B26 1EN",5,119,http://glosstechdetail.com/,ChIJvfH9ly-7cEgRnjgifkXElxw,serpapi,,,,,,,
car_detailers,Birmingham,MJ's Detailing,0121 630 3806,"304 Haunch Ln, Birmingham, B13 0QS",4.9,138,https://mjdetailing.co.uk/,ChIJfSyjEvS_cEgRw6cGJcusyhY,serpapi,,,,,,,
car_detailers,Birmingham,Top Tier Mobile Car Detailing,,"93 Harborne Rd, Birmingham, B15 3HG",4.8,24,http://toptiermobilecardetailing.site/,ChIJe3ZYYXm9cEgR3Z5MiRD2M24,serpapi,,,,,,,
car_detailers,Birmingham,Bubble Blast Detailing Ltd,07938 944150,"Spring Hl, Birmingham, B18 7BS",5,27,https://www.bubbleblastdetailingltd.co.uk/,ChIJddduw3e9cEgRhoGWwZcA1aA,serpapi,,,,,,,
car_detailers,Birmingham,Notorious Detailers,07928 603217,"Unit 1, 50 James Rd, Tyseley, Birmingham B11 2BA",5,25,https://notoriousdetailers.co.uk/,ChIJpTOqqJ67cEgRPYLVmNlOBkM,serpapi,,,,,,,
car_detailers,Birmingham,DAC Mobile Valeting,07772 101409,"11 - 15 Stoney Ln, Sparkbrook, Birmingham, B12 8DL",4.9,120,https://team-dac.com/,ChIJ4wKqzyC7cEgRnVQCV7kOZjg,serpapi,,,,,,,
car_detailers,Birmingham,Birmingham Detailing Shop,0121 400 4211,"Rear Off, 1522 Pershore Rd, Stirchley, Birmingham B30 2NW",4.8,66,https://www.birminghamdetailingshop.co.uk/,ChIJm4fkl4a-cEgRZNAsM420aZY,serpapi,,,,,,,
car_detailers,Birmingham,Sportscar Protection Car Detailing Birmingham,07970 713062,"61 Brandwood Cres, Birmingham, B30 3QQ",4.9,16,https://www.sportscarprotection.com/locations/car-detailing-west-midlands-cheshire/birmingham/,ChIJEUItVFW_cEgRW4lJcmcdasw,serpapi,,,,,,,
car_detailers,Birmingham,Car Detailing Done Right Birmingham,07526 390784,"2 Loveday St, Birmingham, B4 6NP",,,https://cardetailingdoneright.com/,ChIJPYwWmhS9cEgRePvvoIYJCnA,serpapi,,,,,,,
car_detailers,Birmingham,Lewis valets & detailing,07478 141933,"Kingfisher Dr, Birmingham, B36 0RT",5,76,https://www.lewisvaletsdetailing.co.uk/,ChIJ-YjmSBSxcEgRe8DAd4QG2ZA,serpapi,,,,,,,
car_detailers,Birmingham,Artistic Detailing,07743 907221,"Unit 7 Sydney Rd, Birmingham, B9 4QB",4.9,52,http://www.artistic-detailing.co.uk/,ChIJC2au8AC7cEgRDRiXBEz_iIo,serpapi,,,,,,,
